carName,trim,engine,compressor,exhaust,gas,output,torque,fuel,lengthWidth,weight,shift,carType,year,image,price
지프 글래디에이터,3.6 가솔린,V6,자연흡기,"3,604cc",가솔린,284hp,36kg.m,6.5km/ℓ,"5,600mm / 1,935mm","2,305kg",자동8단,대형 트럭,2023.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230508_39%2Fauto_1683520084049txEqD_PNG%2F20230508132753_sVd3Kmed.png,"7,990만원"
지프 컴패스 2세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
지프 컴패스,2.4 가솔린,l4,자연흡기,"2,360cc",가솔린,175hp,23.4kg.m,9.7km/ℓ,"4,420mm / 1,820mm","1,570kg",자동6단,준중형 SUV,2022.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220523_56%2Fauto_16532786341081FwkY_PNG%2F20220523130346_moncM5vs.png,"5,140~5,640만원"
지프 컴패스,2.4 가솔린 AWD,l4,자연흡기,"2,360cc",가솔린,175hp,23.4kg.m,9.6km/ℓ,"4,420mm / 1,820mm","1,650kg",자동9단,준중형 SUV,2022.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220523_56%2Fauto_16532786341081FwkY_PNG%2F20220523130346_moncM5vs.png,"5,140~5,640만원"
지프 커맨더,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
지프 어벤저,EV,전기,자료없음,자료없음,전기,자료없음,270Nm 27.5kg.m (단순환산치),292km,"4,085mm / 1,775mm","1,550~1,585kg",자동1단,소형 SUV,2024.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240724_283%2Fauto_1721782463063xJDVb_PNG%2F20240724095411_DYAWRVPZ.png,"5,290~5,640만원"
지프 CJ,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
지프 패트리어트,2.0 가솔린 FWD,I4,자연흡기,"1,998cc",가솔린,158hp,19.5kg.m,10.2km/ℓ,"4,413mm / 1,757mm","1,456kg",토크컨버터6단,준중형 SUV,2015.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_278%2Fauto_1495798242240andqJ_PNG%2F57935_2015__.png,가격정보 없음
지프 패트리어트,2.4 가솔린 AWD,I4,자연흡기,"2,360cc",가솔린,172hp,22.8kg.m,9.8km/ℓ,"4,413mm / 1,757mm","1,527kg",토크컨버터6단,준중형 SUV,2015.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_278%2Fauto_1495798242240andqJ_PNG%2F57935_2015__.png,가격정보 없음
캐딜락 에스컬레이드 5세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
캐딜락 에스컬레이드,6.2 가솔린,V8,자연흡기,"6,162cc",가솔린,426hp,63.6kg.m,6.4km/ℓ,"5,410mm / 2,060mm","2,830kg",자동10단,대형 SUV,2025.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240718_14%2Fauto_17212762559859S6rG_PNG%2F20240718131725_fAym5d4T.png,"16,607~18,807만원"
캐딜락 에스컬레이드,6.2 가솔린 ESV,V8,자연흡기,"6,162cc",가솔린,426hp,63.6kg.m,5.9km/ℓ,"5,790mm / 2,160mm","2,940kg",자동10단,대형 SUV,2025.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240718_14%2Fauto_17212762559859S6rG_PNG%2F20240718131725_fAym5d4T.png,"16,607~18,807만원"
캐딜락 CT6,2.0 가솔린 터보,I4,싱글터보,"1,998cc",가솔린,233hp,35.7kg.m,230km/h,"5,223mm / 1,890mm","1,745kg",자동10단,대형 세단,2023.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230530_45%2Fauto_1685410552089Uqesc_PNG%2F20230530103540_W5OSWnEW.png,가격정보 없음
캐딜락 CTS 3세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
캐딜락 CTS 2세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
캐딜락 CTS 1세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
캐딜락 XT5,3.6 가솔린,V6,자연흡기,"3,649cc",가솔린,314hp,37.4kg.m,8km/ℓ,"4,815mm / 1,905mm","2,040kg",자동9단,중형 SUV,2023.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231024_279%2Fauto_1698123406585eb64e_PNG%2F20231024135636_3wIBldSS.png,"6,910~7,710만원"
캐딜락 ATS,2.0 가솔린 터보,자료없음,싱글터보,"1,998cc",가솔린,272hp,40.7kg.m,11km/ℓ,"4,645mm / 1,805mm","1,585kg",자동8단,중형 세단,2019.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_49%2Fauto_1603336805967vJrrk_PNG%2F20201022122004_kHwy88S5.png,"4,406~5,788만원"
캐딜락 ATS,2.0 가솔린 터보 AWD,l4,싱글터보,"1,998cc",가솔린,272hp,40.7kg.m,10.3km/ℓ,"4,645mm / 1,805mm","1,690kg",자동8단,중형 세단,2019.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_49%2Fauto_1603336805967vJrrk_PNG%2F20201022122004_kHwy88S5.png,"4,406~5,788만원"
캐딜락 CT5,6.2 가솔린,V8,슈퍼차저,"6,162cc",가솔린,668hp,91.9kg.m,3.7초,"4,945mm / 1,885mm","1,965kg",자동10단,준대형 세단,2023.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231024_107%2Fauto_1698123270754WzcVM_PNG%2F20231024135422_3alzAOso.png,"14,000만원"
캐딜락 XT4,2.0 가솔린 AWD,I4,싱글터보,"1,998cc",가솔린,238hp,35.7kg.m,10.3km/ℓ,"4,595mm / 1,880mm","1,825kg",자동9단,준중형 SUV,2024.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240507_124%2Fauto_1715044554731WMy1L_PNG%2F20240507101553_CosXTFQd.png,"6,120만원"
캐딜락 XT6,3.6 가솔린,V6,자연흡기,"3,649cc",가솔린,314hp,37.5kg.m,8.3km/ℓ,"5,050mm / 1,965mm","2,180kg",자동9단,준대형 SUV,2024.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240416_200%2Fauto_1713257300478zaqKJ_PNG%2F20240416174754_gVTlaTIF.png,"8,640만원"
캐딜락 올 뉴 SRX,3.0 V6 VVT DI,자료없음,자료없음,가솔린,자료없음,30.6kg.m,자료없음,7.6km/ℓ,"4,850mm / 1,910mm","2,090kg",자동6단,중형 SUV,2015.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_247%2Fauto_1603354344595RNRyG_PNG%2F20201022171222_NEHF7Hil.png,"6,100~7,100만원"
캐딜락 SRX,3.0 V6 VVT DI,자료없음,자료없음,가솔린,자료없음,30.6kg.m,자료없음,7.6km/ℓ,"4,850mm / 1,910mm","2,090kg",자동6단,중형 SUV,2015.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_247%2Fauto_1603354344595RNRyG_PNG%2F20201022171222_NEHF7Hil.png,"6,100~7,100만원"
캐딜락 CT5-V,6.2 가솔린,V8,슈퍼차저,"6,162cc",가솔린,668hp,91.9kg.m,3.7초,"4,945mm / 1,885mm","1,965kg",자동10단,준대형 세단,2023.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231024_107%2Fauto_1698123270754WzcVM_PNG%2F20231024135422_3alzAOso.png,"14,000만원"
캐딜락 CT4,2.0 가솔린,I4,싱글터보,"1,998cc",가솔린,240hp,35.7kg.m,10.6km/ℓ,"4,755mm / 1,815mm","1,630kg",자동8단,중형 세단,2021.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220120_145%2Fauto_1642661773571bUUvF_PNG%2F20220120155558_odevT2Ni.png,"4,935만원"
캐딜락 스빌,4.9 가솔린 전륜구동,V형 8기통,자료없음,"4,893cc",가솔린,38.1kg.m,자료없음,216km/h,"5,192mm / 1,887mm",자료없음,자동4단,준대형 세단,1992.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201023_278%2Fauto_1603418604518Fj5jN_PNG%2F20201023110322_mqxzedYF.png,가격정보 없음
캐딜락 스빌,4.6 가솔린 전륜구동,V형 8기통,자료없음,"4,893cc",가솔린,40.1kg.m,자료없음,244km/h,"5,192mm / 1,887mm",자료없음,자동4단,준대형 세단,1992.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201023_278%2Fauto_1603418604518Fj5jN_PNG%2F20201023110322_mqxzedYF.png,가격정보 없음
캐딜락 컨코어,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
캐딜락 ATS-V,3.6 가솔린,V6,트윈터보,"3,564cc",가솔린,470hp,61.4kg.m,302km/h,"4,690mm / 1,830mm","1,735kg",자동8단,중형 세단,2019.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180720_1%2Fauto_1532056867961jR2vx_PNG%2F20180720122056_cBaoZ0x1.png,"8,020~9,024만원"
캐딜락 DTS,4.6 가솔린,V8,자연흡기,"4,565cc",가솔린,291hp,39.6kg.m,6.7km/ℓ,"5,275mm / 1,900mm",245mm / 50 / 18inch,자동4단,대형 세단,2010.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201021_54%2Fauto_1603270107850OfDk2_PNG%2F20201021174826_3BmwQVdp.png,"9,700만원"
캐딜락 뉴 STS,3.6 가솔린,V형 6기통,자료없음,자료없음,가솔린,37kg.m,자료없음,8km/ℓ,"4,985mm / 1,845mm","1,865kg",자동6단,준대형 세단,2010.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_72%2Fauto_1603338329147QN269_PNG%2F20201022124526_vMPSjzjJ.png,"6,580만원"
캐딜락 STS,3.6 가솔린,V형 6기통,자료없음,자료없음,가솔린,37kg.m,자료없음,8km/ℓ,"4,985mm / 1,845mm","1,865kg",자동6단,준대형 세단,2010.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_72%2Fauto_1603338329147QN269_PNG%2F20201022124526_vMPSjzjJ.png,"6,580만원"
캐딜락 리릭,EV,전기,자료없음,610Nm 62.2kg.m (단순환산치),자료없음,자료없음,자료없음,210km/h,"4,995mm / 1,980mm","2,670kg",자동1단,준대형 SUV,2024.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240523_139%2Fauto_1716449833721nfGOi_PNG%2F20240523163704_TvWyTj2V.png,"10,696만원"
캐딜락 BLS,BLS 2.0 디젤,자료없음,자료없음,"1,910cc",디젤,32.6kg.m,자료없음,12.5km/ℓ,"4,680mm / 1,760mm","1,620kg",자동6단,중형 세단,2008.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_21%2Fauto_1603355856406h5v3y_PNG%2F20201022173734_QJfv9Rbu.png,"4,040~4,180만원"
캐딜락 BLS,BLS 2.0 가솔린,자료없음,자료없음,"1,910cc",가솔린,26.9kg.m,자료없음,10.2km/ℓ,"4,680mm / 1,760mm","1,615kg",자동5단,중형 세단,2008.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_21%2Fauto_1603355856406h5v3y_PNG%2F20201022173734_QJfv9Rbu.png,"4,040~4,180만원"
캐딜락 XLR,XLR 4.4,V형 8기통 DOHC,자료없음,"4,371cc",가솔린,57.2kg.m,자료없음,6.2km/ℓ,"4,513mm / 1,836mm","1,726kg",자동6단,스포츠카 컨버터블,2006.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_275%2Fauto_1603355356868JdQaQ_PNG%2F20201022172915_iXBuplX9.png,가격정보 없음
캐딜락 XLR,XLR 4.6,V형 8기통 DOHC,자료없음,"4,371cc",가솔린,42.8kg.m,자료없음,258km/h,"4,513mm / 1,836mm","1,653kg",자동5단,스포츠카 컨버터블,2006.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_275%2Fauto_1603355356868JdQaQ_PNG%2F20201022172915_iXBuplX9.png,가격정보 없음
캐딜락 드빌,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
캐딜락 엘도라도,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
캐딜락 플리트우드,5.7 가솔린 후륜구동,V형 8기통,자료없음,"4,371cc",가솔린,42.2kg.m,자료없음,203km/h,"5,720mm / 1,980mm",자료없음,자동4단,대형 세단,1993.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_153%2Fauto_1497938995951vGk2J_PNG%2F44171_1993__%25282%2529.png,가격정보 없음
코닉세그 CC,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,중형 세단,2015.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_197%2Fauto_1494218641525NlBGi_PNG%2F20170508134351_84lPoINf.png,"4,590~5,180만원"
코닉세그 아제라,아제라 RS,V8,트윈터보,"5,035cc",가솔린,1160hp,130.6kg.m,402.3km/h,"4,293mm / 2,050mm",265mm / 35 / 19inch,자동7단,스포츠카 쿠페,2016.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_255%2Fauto_1495545662907nPGly_PNG%2F57371_2016___RS.png,"1,500,000달러"
크라이슬러 더 뉴 300C,3.6 가솔린,V6,자연흡기,"3,604cc",가솔린,286hp,36kg.m,8.5~9km/ℓ,"5,045mm / 1,905mm","1,890~1,980kg",자동8단,준대형 세단,2017.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180618_205%2Fauto_1529300682173rujKj_PNG%2F20180618144426_hoqgtmTn.png,"4,770~5,770만원"
크라이슬러 올 뉴 300C,3.6 가솔린,V6,자연흡기,"3,604cc",가솔린,286hp,36kg.m,8.5~9km/ℓ,"5,045mm / 1,905mm","1,890~1,980kg",자동8단,준대형 세단,2017.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180618_205%2Fauto_1529300682173rujKj_PNG%2F20180618144426_hoqgtmTn.png,"4,770~5,770만원"
크라이슬러 300C,3.6 가솔린,V6,자연흡기,"3,604cc",가솔린,286hp,36kg.m,8.5~9km/ℓ,"5,045mm / 1,905mm","1,890~1,980kg",자동8단,준대형 세단,2017.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180618_205%2Fauto_1529300682173rujKj_PNG%2F20180618144426_hoqgtmTn.png,"4,770~5,770만원"
크라이슬러 200 2세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
크라이슬러 200 1세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
크라이슬러 그랜드 보이저,3.6 가솔린,V6,자연흡기,"3,604cc",가솔린,283hp,35kg.m,7.9km/ℓ,"5,175mm / 2,000mm","2,140kg",자동6단,대형 RV,2016.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180620_126%2Fauto_15294709565310MTYI_PNG%2F20180620140222_uppSIQEE.png,"6,070만원"
크라이슬러 크로스파이어,3.2 가솔린,자료없음,자료없음,자료없음,가솔린,31.6kg.m,자료없음,242km/h,"4,060mm / 1,765mm","1,430kg",자동5단,스포츠카 컨버터블,2007.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_37%2Fauto_1497939268207q8XGw_PNG%2F11732_2007___.png,"5,890만원"
크라이슬러 뉴 세브링,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
크라이슬러 세브링,2.0 디젤,자료없음,자료없음,자료없음,디젤,31kg.m,자료없음,200km/h,"4,850mm / 1,845mm","1,595kg",자동6단,중형 세단,2008.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_110%2Fauto_14979393319347wTqN_PNG%2F11051_2008___.png,"3,420~3,920만원"
크라이슬러 세브링,2.4 가솔린,l4 DOHC,자료없음,자료없음,가솔린,22.4kg.m,자료없음,200km/h,"4,850mm / 1,845mm","1,550kg",자동4단,중형 세단,2008.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_110%2Fauto_14979393319347wTqN_PNG%2F11051_2008___.png,"3,420~3,920만원"
크라이슬러 퍼시피카,3.6 PHEV,V6,자연흡기,"3,605cc",가솔린,260hp,31.8kg.m,52km,"5,189mm / 2,022mm",235mm / 60 / 18inch,CVT,대형 RV,2021.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211027_143%2Fauto_1635305537893zSaF4_PNG%2F20211027123155_GYV67OqH.png,"44,920달러"
크라이슬러 프라울러,3.5 가솔린,V6,자연흡기,"3,518cc",가솔린,214hp,자료없음,203km/h,"4,199mm / 1,943mm",225mm / 45 / 17inch,자동4단,스포츠카 컨버터블,2001.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190912_84%2Fauto_1568258054415cPYLb_PNG%2F20190912121359_BtsWb2gu.png,"44,225달러"
크라이슬러 LHS,3.5 가솔린 전륜구동,V형 6기통,자료없음,자료없음,가솔린,35.3kg.m,자료없음,237km/h,"5,276mm / 1,890mm",자료없음,자동4단,대형 세단,1999.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_96%2Fauto_1497939061786FOe3p_PNG%2F49725_1999__LHS%25282%2529.png,가격정보 없음
크라이슬러 네온,1.6 가솔린 전륜구동,직렬 4기통,자료없음,자료없음,가솔린,16kg.m,자료없음,192km/h,"4,390mm / 1,715mm",자료없음,수동5단,준중형 세단,2000.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_135%2Fauto_14979399187475qIrG_PNG%2F49615_2000__%25282%2529.png,가격정보 없음
크라이슬러 네온,2.0 가솔린 전륜구동,직렬 4기통,자료없음,자료없음,가솔린,18.1kg.m,자료없음,202km/h,"4,390mm / 1,715mm",자료없음,수동5단,준중형 세단,2000.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_135%2Fauto_14979399187475qIrG_PNG%2F49615_2000__%25282%2529.png,가격정보 없음
크라이슬러 뉴요커,3.0 가솔린 후륜구동,V형 6기통,자료없음,자료없음,가솔린,23.3kg.m,자료없음,177km/h,"5,017mm / 1,740mm",자료없음,자동3단,대형 세단,1988.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_136%2Fauto_1497938718803wOmwH_PNG%2F49391_1988__%252813%2529.png,가격정보 없음
크라이슬러 뉴요커,3.3 가솔린 후륜구동,V형 6기통,자료없음,자료없음,가솔린,25.3kg.m,자료없음,178km/h,"5,017mm / 1,740mm",자료없음,자동4단,대형 세단,1988.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_136%2Fauto_1497938718803wOmwH_PNG%2F49391_1988__%252813%2529.png,가격정보 없음
크라이슬러 레바론,2.5 가솔린 전륜구동,직렬 4기통,자료없음,자료없음,가솔린,23.5kg.m,자료없음,188km/h,"4,696mm / 1,739mm",자료없음,수동5단,스포츠카 컨버터블,1987.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_81%2Fauto_14979387630250KMzO_PNG%2F49595_1987___%25283%2529.png,가격정보 없음
크라이슬러 레바론,3.0 가솔린 전륜구동,V형 6기통,자료없음,자료없음,가솔린,22.8kg.m,자료없음,185km/h,"4,696mm / 1,739mm",자료없음,자동4단,스포츠카 컨버터블,1987.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_81%2Fauto_14979387630250KMzO_PNG%2F49595_1987___%25283%2529.png,가격정보 없음
크라이슬러 보이저,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
크라이슬러 비전,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
크라이슬러 스트라투스,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
크라이슬러 시러스,2.0 가솔린 전륜구동,직렬 4기통,자료없음,"1,996cc",가솔린,17.9kg.m,자료없음,196km/h,"4,750mm / 1,821mm",자료없음,수동5단,중형 세단,1995.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_75%2Fauto_1497938959468WKQGW_PNG%2F49697_1995__.png,가격정보 없음
크라이슬러 시러스,2.4 가솔린 전륜구동,직렬 4기통,자료없음,"1,996cc",가솔린,21.6kg.m,자료없음,201km/h,"4,724mm / 1,803mm",자료없음,자동4단,중형 세단,1995.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_75%2Fauto_1497938959468WKQGW_PNG%2F49697_1995__.png,가격정보 없음
크라이슬러 시러스,2.5 가솔린 전륜구동,V형 6기통,자료없음,"1,996cc",가솔린,22.6kg.m,자료없음,207km/h,"4,724mm / 1,803mm",자료없음,자동4단,중형 세단,1995.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_75%2Fauto_1497938959468WKQGW_PNG%2F49697_1995__.png,가격정보 없음
크라이슬러 이글 탈론,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
크라이슬러 인트리피드,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
크라이슬러 캐러밴,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
크라이슬러 콩코드,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,중형 세단,1988.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_120%2Fauto_14979387942227Gwgh_PNG%2F61563_1988_.png,"1,324만원"
크라이슬러 플리머스 레이저,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
크라이슬러 기타,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
테슬라 모델 3,RWD,전기,자료없음,자료없음,전기,208kW 279hp (단순환산치),420Nm 42.8kg.m (단순환산치),200km/h,"4,720mm / 1,935mm","1,760kg",더블 위시본,중형 세단,2024.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240404_220%2Fauto_1712197845438gU6XP_PNG%2F20240404113044_oTMtR14p.png,"5,199~6,939만원"
테슬라 모델 3,Long Range AWD,전기,자료없음,자료없음,전기,208kW 279hp (단순환산치),493Nm 50.3kg.m (단순환산치),200km/h,"4,720mm / 1,935mm","1,825kg",자동1단,중형 세단,2024.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240404_220%2Fauto_1712197845438gU6XP_PNG%2F20240404113044_oTMtR14p.png,"5,199~6,939만원"
테슬라 모델 3,Performance AWD,전기,자료없음,자료없음,전기,208kW 279hp (단순환산치),740Nm 75.5kg.m (단순환산치),262km/h,"4,720mm / 1,933mm","1,855kg",자동1단,중형 세단,2024.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240404_220%2Fauto_1712197845438gU6XP_PNG%2F20240404113044_oTMtR14p.png,"5,199~6,939만원"
테슬라 모델 Y,RWD,전기,자료없음,자료없음,전기,255kW 342hp (단순환산치),420Nm 42.8kg.m (단순환산치),400km,"4,790mm / 1,980mm","1,920kg",더블 위시본,중형 SUV,2025.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250110_51%2Fauto_1736482282514VqMkn_PNG%2F20250110131055_rVhfuBpz.png,"5,299~6,314만원"
